region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
MA-Imperatriz,2020-05-29,nowcast,1,0.8,1.1,0.9,1,0.73
MA-Imperatriz,2020-05-30,nowcast,1,0.8,1.1,0.9,1,0.75
MA-Imperatriz,2020-05-31,nowcast,0.9,0.8,1.1,0.9,1,0.8
MA-Imperatriz,2020-06-01,nowcast,0.9,0.8,1,0.9,1,0.85
MA-Imperatriz,2020-06-02,nowcast,0.9,0.8,1,0.9,1,0.89
MA-Imperatriz,2020-06-03,nowcast,0.9,0.8,1,0.8,1,0.9
MA-Imperatriz,2020-06-04,nowcast,0.9,0.8,1,0.8,0.9,0.9
MA-Imperatriz,2020-06-05,nowcast,0.9,0.8,1.1,0.9,1,0.84
MA-Imperatriz,2020-06-06,nowcast,0.9,0.8,1.1,0.9,1,0.76
MA-Imperatriz,2020-06-07,nowcast,0.9,0.8,1.1,0.9,1,0.71
MA-Imperatriz,2020-06-08,nowcast,1,0.8,1.1,0.9,1,0.69
MA-Imperatriz,2020-06-09,nowcast,1,0.8,1.1,0.9,1,0.67
MA-Imperatriz,2020-06-10,nowcast,1,0.8,1.1,0.9,1,0.65
MA-Imperatriz,2020-06-11,nowcast,1,0.8,1.1,0.9,1,0.67
MA-Imperatriz,2020-06-12,nowcast,1,0.8,1.1,0.9,1,0.73
MA-Imperatriz,2020-06-13,nowcast,0.9,0.8,1.1,0.9,1,0.78
MA-Imperatriz,2020-06-14,nowcast,0.9,0.7,1.1,0.9,1,0.85
MA-Imperatriz,2020-06-15,nowcast,0.9,0.7,1,0.8,1,0.9
MA-Imperatriz,2020-06-16,nowcast,0.9,0.7,1,0.8,0.9,0.89
MA-Imperatriz,2020-06-17,nowcast,0.9,0.7,1.1,0.8,1,0.82
MA-Imperatriz,2020-06-18,nowcast,0.9,0.8,1.1,0.9,1,0.75
MA-Imperatriz,2020-06-19,nowcast,1,0.8,1.2,0.9,1,0.66
MA-Imperatriz,2020-06-20,nowcast,1,0.8,1.2,0.9,1,0.59
MA-Imperatriz,2020-06-21,nowcast,1,0.8,1.2,0.9,1,0.58
MA-Imperatriz,2020-06-22,nowcast,1,0.8,1.1,0.9,1,0.63
MA-Imperatriz,2020-06-23,nowcast,1,0.8,1.1,0.9,1,0.69
MA-Imperatriz,2020-06-24,nowcast,0.9,0.8,1.1,0.9,1,0.77
MA-Imperatriz,2020-06-25,nowcast,0.9,0.7,1.1,0.9,1,0.81
MA-Imperatriz,2020-06-26,nowcast,0.9,0.7,1.1,0.8,1,0.85
MA-Imperatriz,2020-06-27,nowcast,0.9,0.7,1.1,0.9,1,0.86
MA-Imperatriz,2020-06-28,nowcast,0.9,0.7,1.1,0.8,1,0.87
MA-Imperatriz,2020-06-29,nowcast,0.9,0.7,1.1,0.8,0.9,0.88
MA-Imperatriz,2020-06-30,nowcast,0.9,0.7,1.1,0.8,1,0.86
MA-Imperatriz,2020-07-01,forecast,0.9,0.7,1.1,0.8,1,0.82
MA-Imperatriz,2020-07-02,forecast,0.9,0.6,1.1,0.8,1,0.78
MA-Imperatriz,2020-07-03,forecast,0.9,0.6,1.1,0.8,1,0.78
MA-Imperatriz,2020-07-04,forecast,0.9,0.6,1.1,0.8,1,0.77
MA-Imperatriz,2020-07-05,forecast,0.9,0.6,1.2,0.8,1,0.75
MA-Imperatriz,2020-07-06,forecast,0.9,0.6,1.2,0.8,1,0.75
MA-Imperatriz,2020-07-07,forecast,0.9,0.6,1.2,0.8,1,0.75
MA-Imperatriz,2020-07-08,forecast,0.9,0.6,1.2,0.8,1,0.74
MA-Imperatriz,2020-07-09,forecast,0.9,0.6,1.2,0.8,1,0.73
MA-Imperatriz,2020-07-10,forecast,0.9,0.6,1.2,0.8,1,0.72
MA-Imperatriz,2020-07-11,forecast,0.9,0.6,1.2,0.8,1,0.72
MA-Imperatriz,2020-07-12,forecast,0.9,0.5,1.2,0.8,1,0.71
MA-Imperatriz,2020-07-13,forecast,0.9,0.5,1.2,0.8,1,0.71
MA-Imperatriz,2020-07-14,forecast,0.9,0.5,1.2,0.8,1.1,0.7
MA-São Luís,2020-03-23,nowcast,1.8,1.1,2.5,1.4,1.9,0.02
MA-São Luís,2020-03-24,nowcast,1.7,1.2,2.4,1.5,1.9,0.01
MA-São Luís,2020-03-25,nowcast,1.7,1.2,2.3,1.4,1.9,0.01
MA-São Luís,2020-03-26,nowcast,1.7,1.1,2.2,1.5,1.9,0.01
MA-São Luís,2020-03-27,nowcast,1.6,1.2,2.2,1.4,1.8,0.01
MA-São Luís,2020-03-28,nowcast,1.6,1.2,2.1,1.4,1.8,0.01
MA-São Luís,2020-03-29,nowcast,1.6,1.2,2,1.4,1.7,0.01
MA-São Luís,2020-03-30,nowcast,1.6,1.2,2,1.4,1.7,0.01
MA-São Luís,2020-03-31,nowcast,1.5,1.2,1.9,1.4,1.7,0.01
MA-São Luís,2020-04-01,nowcast,1.5,1.2,1.9,1.4,1.6,0
MA-São Luís,2020-04-02,nowcast,1.5,1.2,1.9,1.4,1.6,0
MA-São Luís,2020-04-03,nowcast,1.5,1.2,1.8,1.4,1.6,0
MA-São Luís,2020-04-04,nowcast,1.5,1.2,1.8,1.4,1.6,0
MA-São Luís,2020-04-05,nowcast,1.5,1.2,1.7,1.3,1.6,0
MA-São Luís,2020-04-06,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-07,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-08,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-São Luís,2020-04-09,nowcast,1.4,1.2,1.6,1.3,1.5,0
MA-São Luís,2020-04-10,nowcast,1.4,1.2,1.6,1.3,1.4,0
MA-São Luís,2020-04-11,nowcast,1.3,1.1,1.6,1.2,1.4,0
MA-São Luís,2020-04-12,nowcast,1.3,1.1,1.5,1.2,1.4,0
MA-São Luís,2020-04-13,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
MA-São Luís,2020-04-14,nowcast,1.2,1.1,1.4,1.2,1.3,0.02
MA-São Luís,2020-04-15,nowcast,1.2,1,1.4,1.1,1.3,0.03
MA-São Luís,2020-04-16,nowcast,1.2,1,1.3,1.1,1.2,0.05
MA-São Luís,2020-04-17,nowcast,1.2,1,1.3,1.1,1.2,0.04
MA-São Luís,2020-04-18,nowcast,1.2,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-19,nowcast,1.1,1,1.3,1.1,1.2,0.04
MA-São Luís,2020-04-20,nowcast,1.1,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-21,nowcast,1.1,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-22,nowcast,1.1,1,1.3,1.1,1.2,0.02
MA-São Luís,2020-04-23,nowcast,1.1,1,1.3,1.1,1.2,0.02
MA-São Luís,2020-04-24,nowcast,1.1,1,1.3,1.1,1.2,0.02
MA-São Luís,2020-04-25,nowcast,1.1,1,1.3,1.1,1.2,0.03
MA-São Luís,2020-04-26,nowcast,1.1,1,1.2,1.1,1.2,0.05
MA-São Luís,2020-04-27,nowcast,1.1,1,1.2,1.1,1.2,0.06
MA-São Luís,2020-04-28,nowcast,1.1,1,1.2,1.1,1.1,0.07
MA-São Luís,2020-04-29,nowcast,1.1,1,1.2,1.1,1.1,0.05
MA-São Luís,2020-04-30,nowcast,1.1,1,1.2,1.1,1.2,0.04
MA-São Luís,2020-05-01,nowcast,1.1,1,1.2,1.1,1.2,0.03
MA-São Luís,2020-05-02,nowcast,1.1,1,1.2,1.1,1.2,0.02
MA-São Luís,2020-05-03,nowcast,1.1,1,1.2,1.1,1.2,0.03
MA-São Luís,2020-05-04,nowcast,1.1,1,1.2,1.1,1.1,0.05
MA-São Luís,2020-05-05,nowcast,1.1,1,1.2,1.1,1.1,0.1
MA-São Luís,2020-05-06,nowcast,1.1,1,1.2,1,1.1,0.17
MA-São Luís,2020-05-07,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-08,nowcast,1,0.9,1.1,1,1.1,0.32
MA-São Luís,2020-05-09,nowcast,1,0.9,1.1,1,1.1,0.33
MA-São Luís,2020-05-10,nowcast,1,0.9,1.1,1,1.1,0.31
MA-São Luís,2020-05-11,nowcast,1,0.9,1.1,1,1.1,0.28
MA-São Luís,2020-05-12,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-13,nowcast,1,0.9,1.1,1,1.1,0.27
MA-São Luís,2020-05-14,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-15,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-16,nowcast,1,0.9,1.1,1,1.1,0.26
MA-São Luís,2020-05-17,nowcast,1,0.9,1.1,1,1.1,0.27
MA-São Luís,2020-05-18,nowcast,1,0.9,1.1,1,1.1,0.32
MA-São Luís,2020-05-19,nowcast,1,0.9,1.1,1,1.1,0.43
MA-São Luís,2020-05-20,nowcast,1,0.9,1.1,1,1,0.61
MA-São Luís,2020-05-21,nowcast,0.9,0.8,1,0.9,1,0.81
MA-São Luís,2020-05-22,nowcast,0.9,0.8,1,0.9,1,0.94
MA-São Luís,2020-05-23,nowcast,0.9,0.8,1,0.9,1,0.98
MA-São Luís,2020-05-24,nowcast,0.9,0.8,1,0.9,1,0.98
MA-São Luís,2020-05-25,nowcast,0.9,0.8,1,0.9,0.9,0.98
MA-São Luís,2020-05-26,nowcast,0.9,0.8,1,0.9,0.9,0.94
MA-São Luís,2020-05-27,nowcast,0.9,0.8,1,0.9,0.9,0.92
MA-São Luís,2020-05-28,nowcast,0.9,0.8,1,0.9,1,0.89
MA-São Luís,2020-05-29,nowcast,0.9,0.8,1,0.9,1,0.85
MA-São Luís,2020-05-30,nowcast,0.9,0.9,1,0.9,1,0.81
MA-São Luís,2020-05-31,nowcast,1,0.9,1,0.9,1,0.8
MA-São Luís,2020-06-01,nowcast,1,0.9,1.1,0.9,1,0.78
MA-São Luís,2020-06-02,nowcast,1,0.9,1,0.9,1,0.8
MA-São Luís,2020-06-03,nowcast,0.9,0.8,1,0.9,1,0.86
MA-São Luís,2020-06-04,nowcast,0.9,0.8,1,0.9,1,0.92
MA-São Luís,2020-06-05,nowcast,0.9,0.8,1,0.9,0.9,0.97
MA-São Luís,2020-06-06,nowcast,0.9,0.7,1,0.8,0.9,0.99
MA-São Luís,2020-06-07,nowcast,0.8,0.7,0.9,0.8,0.9,1
MA-São Luís,2020-06-08,nowcast,0.8,0.6,0.9,0.7,0.8,1
MA-São Luís,2020-06-09,nowcast,0.7,0.6,0.8,0.7,0.8,1
MA-São Luís,2020-06-10,nowcast,0.7,0.6,0.8,0.6,0.7,1
MA-São Luís,2020-06-11,nowcast,0.7,0.6,0.8,0.6,0.7,1
MA-São Luís,2020-06-12,nowcast,0.7,0.6,0.8,0.7,0.8,1
MA-São Luís,2020-06-13,nowcast,0.7,0.6,0.8,0.7,0.7,1
MA-São Luís,2020-06-14,nowcast,0.7,0.6,0.8,0.6,0.7,1
MA-São Luís,2020-06-15,nowcast,0.7,0.6,0.9,0.6,0.8,0.99
MA-São Luís,2020-06-16,nowcast,0.7,0.6,0.9,0.7,0.8,0.99
MA-São Luís,2020-06-17,nowcast,0.8,0.6,1,0.7,0.8,0.95
MA-São Luís,2020-06-18,nowcast,0.8,0.7,1,0.8,0.9,0.88
MA-São Luís,2020-06-19,nowcast,0.9,0.7,1.2,0.8,1,0.72
MA-São Luís,2020-06-20,nowcast,1,0.8,1.2,0.9,1.1,0.5
MA-São Luís,2020-06-21,nowcast,1.1,0.9,1.3,1,1.2,0.27
MA-São Luís,2020-06-22,nowcast,1.1,0.9,1.3,1,1.2,0.16
MA-São Luís,2020-06-23,nowcast,1.2,1,1.4,1.1,1.2,0.08
MA-São Luís,2020-06-24,nowcast,1.2,1,1.4,1.1,1.2,0.03
MA-São Luís,2020-06-25,nowcast,1.2,1,1.4,1.1,1.2,0.02
MA-São Luís,2020-06-26,nowcast,1.2,1,1.4,1.1,1.2,0.02
MA-São Luís,2020-06-27,nowcast,1.2,1,1.3,1.1,1.2,0.02
MA-São Luís,2020-06-28,nowcast,1.2,1,1.3,1.1,1.2,0.04
MA-São Luís,2020-06-29,nowcast,1.1,1,1.3,1.1,1.2,0.06
MA-São Luís,2020-06-30,nowcast,1.1,1,1.3,1.1,1.2,0.11
MA-São Luís,2020-07-01,nowcast,1.1,0.9,1.2,1,1.2,0.16
MA-São Luís,2020-07-02,nowcast,1.1,0.9,1.2,1,1.1,0.26
MA-São Luís,2020-07-03,forecast,1.1,0.9,1.3,1,1.2,0.31
MA-São Luís,2020-07-04,forecast,1.1,0.8,1.3,1,1.2,0.33
MA-São Luís,2020-07-05,forecast,1.1,0.8,1.4,1,1.2,0.34
MA-São Luís,2020-07-06,forecast,1.1,0.7,1.5,1,1.2,0.35
MA-São Luís,2020-07-07,forecast,1.1,0.7,1.5,0.9,1.2,0.35
MA-São Luís,2020-07-08,forecast,1.1,0.6,1.5,0.9,1.2,0.37
MA-São Luís,2020-07-09,forecast,1.1,0.6,1.5,0.9,1.2,0.37
MA-São Luís,2020-07-10,forecast,1.1,0.6,1.5,0.9,1.3,0.38
MA-São Luís,2020-07-11,forecast,1.1,0.6,1.6,0.9,1.3,0.38
MA-São Luís,2020-07-12,forecast,1.1,0.6,1.6,0.9,1.3,0.37
MA-São Luís,2020-07-13,forecast,1.1,0.6,1.6,0.9,1.3,0.37
MA-São Luís,2020-07-14,forecast,1.1,0.5,1.7,0.9,1.3,0.38
MA-São Luís,2020-07-15,forecast,1.1,0.5,1.7,0.9,1.3,0.38
MA-São Luís,2020-07-16,forecast,1.1,0.5,1.7,0.9,1.3,0.37
MA-Zé Doca,2020-05-08,nowcast,1.6,1.1,2.1,1.4,1.7,0.01
MA-Zé Doca,2020-05-09,nowcast,1.6,1.1,2,1.4,1.7,0.01
MA-Zé Doca,2020-05-10,nowcast,1.5,1.1,1.9,1.4,1.7,0.01
MA-Zé Doca,2020-05-11,nowcast,1.5,1.2,2,1.4,1.7,0.01
MA-Zé Doca,2020-05-12,nowcast,1.5,1.2,1.9,1.4,1.7,0.01
MA-Zé Doca,2020-05-13,nowcast,1.5,1.2,1.9,1.4,1.6,0
MA-Zé Doca,2020-05-14,nowcast,1.5,1.2,1.9,1.4,1.6,0
MA-Zé Doca,2020-05-15,nowcast,1.5,1.2,1.9,1.4,1.6,0
MA-Zé Doca,2020-05-16,nowcast,1.5,1.2,1.9,1.4,1.6,0
MA-Zé Doca,2020-05-17,nowcast,1.5,1.2,1.8,1.3,1.6,0
MA-Zé Doca,2020-05-18,nowcast,1.5,1.2,1.8,1.4,1.6,0
MA-Zé Doca,2020-05-19,nowcast,1.4,1.2,1.7,1.3,1.5,0
MA-Zé Doca,2020-05-20,nowcast,1.4,1.1,1.7,1.2,1.5,0.01
MA-Zé Doca,2020-05-21,nowcast,1.3,1,1.6,1.2,1.4,0.04
MA-Zé Doca,2020-05-22,nowcast,1.2,1,1.5,1.1,1.3,0.07
MA-Zé Doca,2020-05-23,nowcast,1.1,0.9,1.4,1,1.2,0.18
MA-Zé Doca,2020-05-24,nowcast,1.1,0.8,1.3,1,1.1,0.35
MA-Zé Doca,2020-05-25,nowcast,1,0.8,1.2,0.9,1.1,0.56
MA-Zé Doca,2020-05-26,nowcast,0.9,0.7,1.1,0.9,1,0.74
MA-Zé Doca,2020-05-27,nowcast,0.9,0.7,1.1,0.8,1,0.83
MA-Zé Doca,2020-05-28,nowcast,0.9,0.7,1,0.8,1,0.9
MA-Zé Doca,2020-05-29,nowcast,0.9,0.7,1,0.8,0.9,0.92
MA-Zé Doca,2020-05-30,nowcast,0.9,0.7,1,0.8,0.9,0.91
MA-Zé Doca,2020-05-31,nowcast,0.9,0.7,1,0.8,0.9,0.91
MA-Zé Doca,2020-06-01,nowcast,0.9,0.7,1,0.8,0.9,0.9
MA-Zé Doca,2020-06-02,nowcast,0.9,0.7,1,0.8,0.9,0.89
MA-Zé Doca,2020-06-03,nowcast,0.9,0.7,1.1,0.8,0.9,0.9
MA-Zé Doca,2020-06-04,nowcast,0.9,0.7,1,0.8,0.9,0.91
MA-Zé Doca,2020-06-05,nowcast,0.8,0.6,1,0.8,0.9,0.95
MA-Zé Doca,2020-06-06,nowcast,0.8,0.6,0.9,0.7,0.9,0.98
MA-Zé Doca,2020-06-07,nowcast,0.7,0.5,0.9,0.7,0.8,1
MA-Zé Doca,2020-06-08,nowcast,0.6,0.4,0.8,0.6,0.7,1
MA-Zé Doca,2020-06-09,nowcast,0.6,0.4,0.8,0.5,0.7,1
MA-Zé Doca,2020-06-10,nowcast,0.6,0.4,0.8,0.5,0.7,1
MA-Zé Doca,2020-06-11,nowcast,0.6,0.4,0.8,0.5,0.7,0.99
MA-Zé Doca,2020-06-12,nowcast,0.6,0.4,0.9,0.5,0.7,0.97
MA-Zé Doca,2020-06-13,nowcast,0.7,0.4,1,0.6,0.8,0.92
MA-Zé Doca,2020-06-14,nowcast,0.8,0.5,1.1,0.6,0.9,0.82
MA-Zé Doca,2020-06-15,nowcast,0.9,0.6,1.3,0.7,1,0.68
MA-Zé Doca,2020-06-16,nowcast,1,0.6,1.3,0.8,1.1,0.55
MA-Zé Doca,2020-06-17,nowcast,1,0.7,1.4,0.9,1.1,0.49
MA-Zé Doca,2020-06-18,nowcast,1,0.7,1.4,0.9,1.1,0.4
MA-Zé Doca,2020-06-19,nowcast,1.1,0.8,1.4,1,1.2,0.3
MA-Zé Doca,2020-06-20,nowcast,1.1,0.8,1.4,1,1.2,0.24
MA-Zé Doca,2020-06-21,nowcast,1.1,0.8,1.5,1,1.2,0.21
MA-Zé Doca,2020-06-22,nowcast,1.1,0.9,1.5,1,1.2,0.17
MA-Zé Doca,2020-06-23,nowcast,1.2,0.9,1.5,1,1.2,0.12
MA-Zé Doca,2020-06-24,nowcast,1.2,0.9,1.5,1.1,1.3,0.11
MA-Zé Doca,2020-06-25,nowcast,1.2,0.9,1.5,1.1,1.3,0.11
MA-Zé Doca,2020-06-26,nowcast,1.2,0.9,1.5,1,1.3,0.12
MA-Zé Doca,2020-06-27,nowcast,1.2,0.9,1.5,1,1.3,0.19
MA-Zé Doca,2020-06-28,nowcast,1.1,0.8,1.4,1,1.2,0.33
MA-Zé Doca,2020-06-29,forecast,1.1,0.7,1.5,0.9,1.3,0.33
MA-Zé Doca,2020-06-30,forecast,1.1,0.6,1.6,0.9,1.3,0.35
MA-Zé Doca,2020-07-01,forecast,1.1,0.6,1.7,0.9,1.3,0.35
MA-Zé Doca,2020-07-02,forecast,1.1,0.6,1.7,0.9,1.4,0.35
MA-Zé Doca,2020-07-03,forecast,1.1,0.5,1.8,0.9,1.4,0.36
MA-Zé Doca,2020-07-04,forecast,1.1,0.4,1.7,0.9,1.4,0.37
MA-Zé Doca,2020-07-05,forecast,1.1,0.4,1.8,0.9,1.4,0.36
MA-Zé Doca,2020-07-06,forecast,1.1,0.4,1.9,0.9,1.5,0.36
MA-Zé Doca,2020-07-07,forecast,1.2,0.3,1.9,0.8,1.5,0.36
MA-Zé Doca,2020-07-08,forecast,1.2,0.4,2,0.9,1.5,0.37
MA-Zé Doca,2020-07-09,forecast,1.2,0.3,2,0.8,1.4,0.37
MA-Zé Doca,2020-07-10,forecast,1.2,0.2,2,0.8,1.5,0.38
MA-Zé Doca,2020-07-11,forecast,1.2,0,1.9,0.8,1.5,0.36
MA-Zé Doca,2020-07-12,forecast,1.2,0.3,2.2,0.9,1.6,0.36
PB-Campina Grande,2020-04-21,nowcast,1.3,0.6,1.9,1,1.5,0.23
PB-Campina Grande,2020-04-22,nowcast,1.3,0.6,1.9,0.9,1.4,0.23
PB-Campina Grande,2020-04-23,nowcast,1.3,0.7,2,1.1,1.6,0.18
PB-Campina Grande,2020-04-24,nowcast,1.3,0.8,2,1,1.5,0.15
PB-Campina Grande,2020-04-25,nowcast,1.4,0.8,2.1,1.1,1.6,0.12
PB-Campina Grande,2020-04-26,nowcast,1.4,0.8,2.1,1.1,1.6,0.09
PB-Campina Grande,2020-04-27,nowcast,1.5,0.9,2.1,1.2,1.6,0.07
PB-Campina Grande,2020-04-28,nowcast,1.5,0.9,2.1,1.3,1.7,0.05
PB-Campina Grande,2020-04-29,nowcast,1.5,1,2.2,1.3,1.7,0.03
PB-Campina Grande,2020-04-30,nowcast,1.6,1.1,2.2,1.3,1.7,0.03
PB-Campina Grande,2020-05-01,nowcast,1.6,1.1,2.2,1.3,1.7,0.02
PB-Campina Grande,2020-05-02,nowcast,1.6,1.1,2.1,1.4,1.8,0.02
PB-Campina Grande,2020-05-03,nowcast,1.6,1.2,2.1,1.4,1.7,0.01
PB-Campina Grande,2020-05-04,nowcast,1.6,1.2,2.1,1.4,1.8,0
PB-Campina Grande,2020-05-05,nowcast,1.6,1.2,2,1.4,1.7,0
PB-Campina Grande,2020-05-06,nowcast,1.6,1.2,2,1.4,1.7,0
PB-Campina Grande,2020-05-07,nowcast,1.6,1.3,2,1.4,1.7,0
PB-Campina Grande,2020-05-08,nowcast,1.6,1.2,1.9,1.4,1.7,0
PB-Campina Grande,2020-05-09,nowcast,1.5,1.2,1.9,1.4,1.7,0
PB-Campina Grande,2020-05-10,nowcast,1.5,1.2,1.9,1.4,1.6,0
PB-Campina Grande,2020-05-11,nowcast,1.5,1.2,1.8,1.4,1.6,0
PB-Campina Grande,2020-05-12,nowcast,1.5,1.2,1.8,1.4,1.6,0
PB-Campina Grande,2020-05-13,nowcast,1.5,1.2,1.7,1.3,1.6,0
PB-Campina Grande,2020-05-14,nowcast,1.4,1.2,1.7,1.3,1.5,0
PB-Campina Grande,2020-05-15,nowcast,1.4,1.2,1.7,1.3,1.5,0
PB-Campina Grande,2020-05-16,nowcast,1.4,1.2,1.6,1.3,1.5,0
PB-Campina Grande,2020-05-17,nowcast,1.4,1.2,1.6,1.3,1.5,0
PB-Campina Grande,2020-05-18,nowcast,1.3,1.1,1.6,1.3,1.4,0
PB-Campina Grande,2020-05-19,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
PB-Campina Grande,2020-05-20,nowcast,1.2,1,1.4,1.2,1.3,0.02
PB-Campina Grande,2020-05-21,nowcast,1.2,1,1.4,1.2,1.3,0.02
PB-Campina Grande,2020-05-22,nowcast,1.2,1.1,1.4,1.1,1.3,0.02
PB-Campina Grande,2020-05-23,nowcast,1.2,1,1.3,1.1,1.2,0.02
PB-Campina Grande,2020-05-24,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
PB-Campina Grande,2020-05-25,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
PB-Campina Grande,2020-05-26,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
PB-Campina Grande,2020-05-27,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
PB-Campina Grande,2020-05-28,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
PB-Campina Grande,2020-05-29,nowcast,1.2,1.1,1.3,1.1,1.2,0
PB-Campina Grande,2020-05-30,nowcast,1.2,1.1,1.3,1.1,1.2,0
PB-Campina Grande,2020-05-31,nowcast,1.2,1.1,1.3,1.1,1.3,0
PB-Campina Grande,2020-06-01,nowcast,1.2,1.1,1.3,1.1,1.3,0.01
PB-Campina Grande,2020-06-02,nowcast,1.2,1,1.3,1.1,1.2,0.02
PB-Campina Grande,2020-06-03,nowcast,1.2,1,1.3,1.1,1.2,0.04
PB-Campina Grande,2020-06-04,nowcast,1.1,1,1.2,1.1,1.2,0.07
PB-Campina Grande,2020-06-05,nowcast,1.1,1,1.2,1,1.2,0.16
PB-Campina Grande,2020-06-06,nowcast,1,0.9,1.2,1,1.1,0.31
PB-Campina Grande,2020-06-07,nowcast,1,0.9,1.1,1,1.1,0.51
PB-Campina Grande,2020-06-08,nowcast,1,0.8,1.1,0.9,1,0.75
PB-Campina Grande,2020-06-09,nowcast,0.9,0.8,1,0.9,1,0.89
PB-Campina Grande,2020-06-10,nowcast,0.9,0.8,1,0.9,0.9,0.96
PB-Campina Grande,2020-06-11,nowcast,0.9,0.8,1,0.9,0.9,0.98
PB-Campina Grande,2020-06-12,nowcast,0.9,0.8,1,0.9,0.9,0.99
PB-Campina Grande,2020-06-13,nowcast,0.9,0.8,1,0.8,0.9,0.98
PB-Campina Grande,2020-06-14,nowcast,0.9,0.8,1,0.8,0.9,0.99
PB-Campina Grande,2020-06-15,nowcast,0.9,0.8,0.9,0.8,0.9,0.99
PB-Campina Grande,2020-06-16,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
PB-Campina Grande,2020-06-17,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
PB-Campina Grande,2020-06-18,nowcast,0.9,0.8,1,0.8,0.9,0.98
PB-Campina Grande,2020-06-19,nowcast,0.9,0.8,1,0.8,0.9,0.95
PB-Campina Grande,2020-06-20,nowcast,0.9,0.8,1,0.8,0.9,0.9
PB-Campina Grande,2020-06-21,nowcast,0.9,0.8,1,0.9,0.9,0.88
PB-Campina Grande,2020-06-22,nowcast,0.9,0.8,1,0.9,1,0.87
PB-Campina Grande,2020-06-23,nowcast,0.9,0.8,1,0.9,1,0.88
PB-Campina Grande,2020-06-24,nowcast,0.9,0.8,1,0.9,1,0.86
PB-Campina Grande,2020-06-25,nowcast,0.9,0.8,1.1,0.9,1,0.77
PB-Campina Grande,2020-06-26,nowcast,1,0.9,1.1,0.9,1,0.58
PB-Campina Grande,2020-06-27,nowcast,1,0.9,1.2,1,1.1,0.36
PB-Campina Grande,2020-06-28,nowcast,1.1,0.9,1.3,1,1.1,0.16
PB-Campina Grande,2020-06-29,nowcast,1.1,1,1.3,1,1.2,0.07
PB-Campina Grande,2020-06-30,nowcast,1.1,1,1.3,1.1,1.2,0.03
PB-Campina Grande,2020-07-01,nowcast,1.2,1,1.3,1.1,1.2,0.02
PB-Campina Grande,2020-07-02,forecast,1.2,1,1.3,1.1,1.2,0.06
PB-Campina Grande,2020-07-03,forecast,1.2,1,1.4,1.1,1.2,0.09
PB-Campina Grande,2020-07-04,forecast,1.2,0.9,1.4,1,1.2,0.11
PB-Campina Grande,2020-07-05,forecast,1.2,0.9,1.4,1.1,1.3,0.13
PB-Campina Grande,2020-07-06,forecast,1.2,0.9,1.5,1,1.3,0.15
PB-Campina Grande,2020-07-07,forecast,1.2,0.9,1.5,1.1,1.3,0.15
PB-Campina Grande,2020-07-08,forecast,1.2,0.9,1.5,1.1,1.3,0.17
PB-Campina Grande,2020-07-09,forecast,1.2,0.8,1.5,1,1.3,0.18
PB-Campina Grande,2020-07-10,forecast,1.2,0.8,1.6,1,1.3,0.18
PB-Campina Grande,2020-07-11,forecast,1.2,0.8,1.5,1,1.3,0.2
PB-Campina Grande,2020-07-12,forecast,1.2,0.8,1.6,1,1.4,0.2
PB-Campina Grande,2020-07-13,forecast,1.2,0.8,1.6,1,1.4,0.21
PB-Campina Grande,2020-07-14,forecast,1.2,0.8,1.6,1,1.4,0.21
PB-Campina Grande,2020-07-15,forecast,1.2,0.8,1.7,1,1.4,0.22
PB-Guarabira,2020-05-02,nowcast,1.4,0.9,2,1.2,1.6,0.07
PB-Guarabira,2020-05-03,nowcast,1.4,0.9,1.9,1.2,1.5,0.06
PB-Guarabira,2020-05-04,nowcast,1.4,0.9,1.9,1.2,1.5,0.07
PB-Guarabira,2020-05-05,nowcast,1.4,1,1.8,1.2,1.5,0.07
PB-Guarabira,2020-05-06,nowcast,1.4,0.9,1.8,1.2,1.5,0.06
PB-Guarabira,2020-05-07,nowcast,1.3,0.9,1.8,1.2,1.5,0.06
PB-Guarabira,2020-05-08,nowcast,1.4,1,1.7,1.2,1.5,0.05
PB-Guarabira,2020-05-09,nowcast,1.4,1,1.8,1.2,1.5,0.03
