region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
MA-Parnarama,2020-06-28,nowcast,1.1,0.6,1.5,0.9,1.3,0.36
MA-Parnarama,2020-06-29,nowcast,1.1,0.6,1.6,0.9,1.2,0.32
MA-Parnarama,2020-06-30,nowcast,1.1,0.6,1.6,0.9,1.3,0.36
MA-Parnarama,2020-07-01,nowcast,1.1,0.7,1.6,0.9,1.3,0.36
MA-Parnarama,2020-07-02,nowcast,1.1,0.6,1.6,0.8,1.2,0.4
MA-Parnarama,2020-07-03,nowcast,1.1,0.7,1.6,0.9,1.2,0.36
MA-Parnarama,2020-07-04,nowcast,1.1,0.7,1.6,0.9,1.2,0.36
MA-Parnarama,2020-07-05,nowcast,1.1,0.6,1.6,0.9,1.3,0.33
MA-Parnarama,2020-07-06,nowcast,1.1,0.7,1.6,0.9,1.2,0.37
MA-Parnarama,2020-07-07,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
MA-Parnarama,2020-07-08,nowcast,1.1,0.6,1.6,0.9,1.3,0.38
MA-Parnarama,2020-07-09,nowcast,1.1,0.7,1.6,0.9,1.3,0.34
MA-Parnarama,2020-07-10,nowcast,1.1,0.7,1.6,0.9,1.3,0.38
MA-Parnarama,2020-07-11,nowcast,1,0.7,1.5,0.9,1.2,0.42
MA-Parnarama,2020-07-12,nowcast,1,0.6,1.6,0.8,1.2,0.42
MA-Parnarama,2020-07-13,nowcast,1.1,0.7,1.7,0.9,1.2,0.37
MA-Parnarama,2020-07-14,nowcast,1.1,0.6,1.6,0.9,1.2,0.34
MA-Parnarama,2020-07-15,nowcast,1.1,0.6,1.6,0.9,1.2,0.35
MA-Parnarama,2020-07-16,nowcast,1.1,0.7,1.6,0.9,1.3,0.3
MA-Parnarama,2020-07-17,nowcast,1.1,0.6,1.5,0.9,1.2,0.38
MA-Parnarama,2020-07-18,nowcast,1.1,0.6,1.7,0.9,1.2,0.39
MA-Parnarama,2020-07-19,nowcast,1.1,0.6,1.5,1,1.3,0.3
MA-Parnarama,2020-07-20,nowcast,1.1,0.7,1.5,1,1.3,0.34
MA-Parnarama,2020-07-21,nowcast,1.1,0.6,1.5,0.9,1.2,0.38
MA-Parnarama,2020-07-22,nowcast,1.1,0.7,1.5,0.9,1.3,0.35
MA-Parnarama,2020-07-23,nowcast,1.1,0.7,1.7,0.9,1.2,0.33
MA-Parnarama,2020-07-24,nowcast,1.1,0.8,1.6,0.9,1.2,0.33
MA-Parnarama,2020-07-25,nowcast,1.1,0.7,1.6,0.9,1.2,0.36
MA-Parnarama,2020-07-26,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
MA-Parnarama,2020-07-27,nowcast,1.1,0.6,1.5,0.9,1.2,0.36
MA-Parnarama,2020-07-28,nowcast,1.1,0.6,1.6,0.9,1.3,0.3
MA-Parnarama,2020-07-29,nowcast,1.1,0.7,1.6,0.9,1.2,0.33
MA-Parnarama,2020-07-30,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
MA-Parnarama,2020-07-31,nowcast,1.1,0.7,1.4,1,1.2,0.29
MA-Parnarama,2020-08-01,nowcast,1.1,0.7,1.6,1,1.3,0.3
MA-Parnarama,2020-08-02,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
MA-Parnarama,2020-08-03,nowcast,1.1,0.8,1.5,1,1.2,0.3
MA-Parnarama,2020-08-04,nowcast,1.1,0.7,1.4,1,1.2,0.35
MA-Parnarama,2020-08-05,nowcast,1,0.7,1.5,0.9,1.2,0.41
MA-Parnarama,2020-08-06,nowcast,1.1,0.7,1.4,0.9,1.2,0.36
MA-Parnarama,2020-08-07,nowcast,1,0.7,1.5,0.9,1.2,0.42
MA-Parnarama,2020-08-08,nowcast,1,0.5,1.4,0.9,1.2,0.49
MA-Parnarama,2020-08-09,nowcast,1,0.7,1.4,0.9,1.1,0.48
MA-Parnarama,2020-08-10,nowcast,0.9,0.5,1.3,0.8,1.1,0.62
MA-Parnarama,2020-08-11,forecast,1,0.4,1.4,0.7,1.1,0.54
MA-Parnarama,2020-08-12,forecast,1,0.5,1.4,0.8,1.2,0.48
MA-Parnarama,2020-08-13,forecast,1,0.4,1.6,0.8,1.3,0.52
MA-Parnarama,2020-08-14,forecast,1,0.3,1.5,0.7,1.2,0.5
MA-Parnarama,2020-08-15,forecast,1,0.4,1.6,0.7,1.1,0.54
MA-Parnarama,2020-08-16,forecast,1,0.4,1.8,0.8,1.3,0.52
MA-Parnarama,2020-08-17,forecast,1,0.3,1.7,0.8,1.3,0.51
MA-Parnarama,2020-08-18,forecast,1,0.3,1.8,0.9,1.4,0.49
MA-Parnarama,2020-08-19,forecast,1,0.2,1.7,0.8,1.4,0.49
MA-Parnarama,2020-08-20,forecast,1,0,1.6,0.7,1.2,0.51
MA-Parnarama,2020-08-21,forecast,1,0,1.6,0.7,1.3,0.51
MA-Parnarama,2020-08-22,forecast,1,0,1.6,0.7,1.4,0.46
MA-Parnarama,2020-08-23,forecast,1,0,1.6,0.7,1.4,0.51
MA-Parnarama,2020-08-24,forecast,1,0,1.6,0.7,1.3,0.54
MA-Passagem Franca,2020-05-26,nowcast,1,0.2,1.8,0.6,1.2,0.52
MA-Passagem Franca,2020-05-27,nowcast,1,0.2,2,0.4,1.1,0.52
MA-Passagem Franca,2020-05-28,nowcast,1,0.2,1.9,0.6,1.3,0.53
MA-Passagem Franca,2020-05-29,nowcast,1,0.2,2,0.5,1.2,0.47
MA-Passagem Franca,2020-05-30,nowcast,1,0.2,1.9,0.6,1.2,0.5
MA-Passagem Franca,2020-05-31,nowcast,1.1,0.2,2.1,0.5,1.2,0.45
MA-Passagem Franca,2020-06-01,nowcast,1,0.3,2.1,0.7,1.3,0.45
MA-Passagem Franca,2020-06-02,nowcast,1.1,0.3,2.1,0.6,1.3,0.47
MA-Passagem Franca,2020-06-03,nowcast,1.2,0.4,2.3,0.8,1.5,0.36
MA-Passagem Franca,2020-06-04,nowcast,1.1,0.3,2,0.8,1.4,0.39
MA-Passagem Franca,2020-06-05,nowcast,0.9,0.1,1.9,0.5,1.2,0.54
MA-Passagem Franca,2020-06-06,nowcast,1,0.3,1.8,0.7,1.3,0.49
MA-Passagem Franca,2020-06-07,nowcast,1,0.3,1.9,0.6,1.2,0.51
MA-Passagem Franca,2020-06-08,nowcast,1,0.1,1.9,0.6,1.2,0.54
MA-Passagem Franca,2020-06-09,nowcast,1,0.1,2,0.6,1.2,0.52
MA-Passagem Franca,2020-06-10,nowcast,1.1,0.2,2.2,0.7,1.3,0.43
MA-Passagem Franca,2020-06-11,nowcast,1,0.2,2,0.6,1.3,0.49
MA-Passagem Franca,2020-06-12,nowcast,1.1,0.3,2.2,0.6,1.3,0.43
MA-Passagem Franca,2020-06-13,nowcast,1.1,0.1,2.2,0.6,1.4,0.45
MA-Passagem Franca,2020-06-14,nowcast,1,0.3,2,0.5,1.2,0.48
MA-Passagem Franca,2020-06-15,nowcast,1.1,0.2,1.9,0.7,1.4,0.44
MA-Passagem Franca,2020-06-16,nowcast,0.9,0.1,1.8,0.5,1.2,0.54
MA-Passagem Franca,2020-06-17,nowcast,1,0.1,1.8,0.6,1.2,0.54
MA-Passagem Franca,2020-06-18,nowcast,0.9,0.1,1.8,0.5,1.2,0.58
MA-Passagem Franca,2020-06-19,nowcast,1,0.1,1.9,0.5,1.2,0.51
MA-Passagem Franca,2020-06-20,nowcast,0.9,0.1,1.9,0.4,1,0.6
MA-Passagem Franca,2020-06-21,nowcast,0.9,0.1,1.9,0.6,1.2,0.56
MA-Passagem Franca,2020-06-22,nowcast,0.9,0.2,1.8,0.4,1,0.54
MA-Passagem Franca,2020-06-23,nowcast,1,0.1,2.1,0.5,1.2,0.52
MA-Passagem Franca,2020-06-24,nowcast,1,0.1,2.1,0.6,1.3,0.49
MA-Passagem Franca,2020-06-25,nowcast,1,0.1,2.5,0.5,1.3,0.49
MA-Passagem Franca,2020-06-26,nowcast,1.1,0.1,2.1,0.5,1.2,0.46
MA-Passagem Franca,2020-06-27,nowcast,1.1,0.2,2.2,0.6,1.3,0.44
MA-Passagem Franca,2020-06-28,nowcast,1.1,0.3,2.2,0.4,1.1,0.47
MA-Passagem Franca,2020-06-29,nowcast,1.1,0.2,2.4,0.6,1.3,0.42
MA-Passagem Franca,2020-06-30,nowcast,1.1,0.2,2.3,0.6,1.4,0.4
MA-Passagem Franca,2020-07-01,nowcast,1.1,0.2,2.1,0.5,1.3,0.43
MA-Passagem Franca,2020-07-02,nowcast,1.2,0.2,2.2,0.6,1.4,0.39
MA-Passagem Franca,2020-07-03,nowcast,1.2,0.3,2.5,0.7,1.5,0.38
MA-Passagem Franca,2020-07-04,nowcast,1.2,0.4,2.5,0.7,1.4,0.33
MA-Passagem Franca,2020-07-05,nowcast,1.2,0.4,2.1,0.7,1.4,0.35
MA-Passagem Franca,2020-07-06,nowcast,1.3,0.4,2.2,0.8,1.5,0.31
MA-Passagem Franca,2020-07-07,nowcast,1.1,0.3,2,0.8,1.4,0.36
MA-Passagem Franca,2020-07-08,nowcast,1.3,0.4,2.2,0.7,1.4,0.3
MA-Passagem Franca,2020-07-09,nowcast,1.2,0.4,2.2,0.9,1.5,0.31
MA-Passagem Franca,2020-07-10,nowcast,1.3,0.5,2.4,0.8,1.5,0.28
MA-Passagem Franca,2020-07-11,nowcast,1.3,0.4,2.1,0.7,1.4,0.31
MA-Passagem Franca,2020-07-12,nowcast,1.2,0.5,2.2,0.8,1.4,0.33
MA-Passagem Franca,2020-07-13,nowcast,1.1,0.5,2,0.7,1.3,0.36
MA-Passagem Franca,2020-07-14,nowcast,1.2,0.3,1.8,0.8,1.3,0.35
MA-Passagem Franca,2020-07-15,nowcast,1.2,0.4,2.1,0.9,1.5,0.32
MA-Passagem Franca,2020-07-16,nowcast,1.2,0.5,2,1,1.5,0.29
MA-Passagem Franca,2020-07-17,nowcast,1.1,0.5,1.8,0.8,1.4,0.35
MA-Passagem Franca,2020-07-18,nowcast,1.2,0.4,1.9,0.8,1.3,0.36
MA-Passagem Franca,2020-07-19,nowcast,1.1,0.3,1.9,0.8,1.3,0.35
MA-Passagem Franca,2020-07-20,nowcast,1.2,0.5,1.9,0.8,1.3,0.37
MA-Passagem Franca,2020-07-21,nowcast,1.2,0.4,1.9,0.9,1.4,0.31
MA-Passagem Franca,2020-07-22,nowcast,1.2,0.6,2.1,0.7,1.3,0.34
MA-Passagem Franca,2020-07-23,nowcast,1.1,0.5,2,0.8,1.3,0.37
MA-Passagem Franca,2020-07-24,nowcast,1.2,0.5,1.9,0.8,1.4,0.31
MA-Passagem Franca,2020-07-25,nowcast,1.2,0.5,1.9,0.9,1.5,0.33
MA-Passagem Franca,2020-07-26,nowcast,1.1,0.6,1.9,0.8,1.3,0.34
MA-Passagem Franca,2020-07-27,nowcast,1.2,0.5,1.9,0.9,1.4,0.33
MA-Passagem Franca,2020-07-28,nowcast,1.2,0.6,2,0.8,1.3,0.31
MA-Passagem Franca,2020-07-29,nowcast,1.2,0.6,2,0.9,1.4,0.26
MA-Passagem Franca,2020-07-30,nowcast,1.3,0.7,2.1,0.9,1.4,0.24
MA-Passagem Franca,2020-07-31,nowcast,1.2,0.7,2,0.9,1.4,0.26
MA-Passagem Franca,2020-08-01,nowcast,1.3,0.6,1.9,1,1.6,0.26
MA-Passagem Franca,2020-08-02,nowcast,1.3,0.7,2,1,1.5,0.2
MA-Passagem Franca,2020-08-03,nowcast,1.3,0.6,1.9,1,1.5,0.17
MA-Passagem Franca,2020-08-04,nowcast,1.3,0.7,2,1.1,1.6,0.19
MA-Passagem Franca,2020-08-05,nowcast,1.3,0.8,2.1,1,1.5,0.18
MA-Passagem Franca,2020-08-06,nowcast,1.3,0.7,2,1,1.4,0.18
MA-Passagem Franca,2020-08-07,nowcast,1.3,0.7,1.9,1.1,1.5,0.16
MA-Passagem Franca,2020-08-08,nowcast,1.2,0.7,1.9,0.9,1.4,0.25
MA-Passagem Franca,2020-08-09,nowcast,1.2,0.7,1.8,0.8,1.2,0.3
MA-Passagem Franca,2020-08-10,nowcast,1.2,0.7,1.7,1,1.4,0.24
MA-Passagem Franca,2020-08-11,forecast,1.2,0.5,1.9,1,1.6,0.28
MA-Passagem Franca,2020-08-12,forecast,1.2,0.4,2.1,0.8,1.4,0.34
MA-Passagem Franca,2020-08-13,forecast,1.2,0.4,2,0.9,1.5,0.3
MA-Passagem Franca,2020-08-14,forecast,1.2,0.3,2.2,0.9,1.6,0.34
MA-Passagem Franca,2020-08-15,forecast,1.2,0.3,2.1,0.9,1.6,0.36
MA-Passagem Franca,2020-08-16,forecast,1.3,0,2.1,0.9,1.6,0.33
MA-Passagem Franca,2020-08-17,forecast,1.2,0,2,0.8,1.6,0.34
MA-Passagem Franca,2020-08-18,forecast,1.2,0,2.1,0.8,1.6,0.35
MA-Passagem Franca,2020-08-19,forecast,1.2,0,2.2,0.8,1.6,0.36
MA-Passagem Franca,2020-08-20,forecast,1.3,0,2.3,0.7,1.6,0.35
MA-Passagem Franca,2020-08-21,forecast,1.2,0,2.2,0.8,1.7,0.37
MA-Passagem Franca,2020-08-22,forecast,1.3,0,2.2,1,1.8,0.35
MA-Passagem Franca,2020-08-23,forecast,1.3,0,2.2,0.9,1.8,0.34
MA-Passagem Franca,2020-08-24,forecast,1.3,0,2.3,0.9,1.9,0.34
MA-Pastos Bons,2020-05-30,nowcast,1.1,0.2,2,0.6,1.2,0.45
MA-Pastos Bons,2020-05-31,nowcast,1.1,0.2,2.1,0.6,1.3,0.44
MA-Pastos Bons,2020-06-01,nowcast,1.1,0.2,2,0.7,1.3,0.43
MA-Pastos Bons,2020-06-02,nowcast,1.1,0.2,2.4,0.6,1.3,0.43
MA-Pastos Bons,2020-06-03,nowcast,1.1,0.3,2.2,0.6,1.4,0.41
MA-Pastos Bons,2020-06-04,nowcast,1.1,0.3,2,0.7,1.4,0.43
MA-Pastos Bons,2020-06-05,nowcast,1.1,0.2,2,0.7,1.4,0.39
MA-Pastos Bons,2020-06-06,nowcast,1.1,0.4,2.1,0.7,1.4,0.38
MA-Pastos Bons,2020-06-07,nowcast,1.2,0.4,2.1,0.8,1.4,0.34
MA-Pastos Bons,2020-06-08,nowcast,1.2,0.2,2.2,0.6,1.4,0.37
MA-Pastos Bons,2020-06-09,nowcast,1.2,0.3,2.1,0.7,1.3,0.35
MA-Pastos Bons,2020-06-10,nowcast,1.1,0.4,1.9,0.7,1.3,0.38
MA-Pastos Bons,2020-06-11,nowcast,1,0.4,2.1,0.7,1.3,0.45
MA-Pastos Bons,2020-06-12,nowcast,1.2,0.2,2.1,0.8,1.5,0.38
MA-Pastos Bons,2020-06-13,nowcast,1.2,0.4,2,0.8,1.3,0.33
MA-Pastos Bons,2020-06-14,nowcast,1.2,0.4,2.2,0.6,1.3,0.34
MA-Pastos Bons,2020-06-15,nowcast,1.2,0.3,2.1,0.7,1.4,0.36
MA-Pastos Bons,2020-06-16,nowcast,1.2,0.5,2,0.7,1.3,0.35
MA-Pastos Bons,2020-06-17,nowcast,1.2,0.5,2,0.8,1.4,0.32
MA-Pastos Bons,2020-06-18,nowcast,1.2,0.5,2.1,0.7,1.3,0.36
MA-Pastos Bons,2020-06-19,nowcast,1.2,0.4,2.2,0.8,1.5,0.33
MA-Pastos Bons,2020-06-20,nowcast,1.2,0.5,2.1,0.8,1.3,0.32
MA-Pastos Bons,2020-06-21,nowcast,1.1,0.6,2.1,0.8,1.4,0.36
MA-Pastos Bons,2020-06-22,nowcast,1.1,0.3,1.8,0.7,1.2,0.43
MA-Pastos Bons,2020-06-23,nowcast,1.1,0.3,1.8,0.8,1.3,0.45
MA-Pastos Bons,2020-06-24,nowcast,1.2,0.4,1.9,0.8,1.3,0.32
MA-Pastos Bons,2020-06-25,nowcast,1.2,0.5,2,0.8,1.3,0.32
MA-Pastos Bons,2020-06-26,nowcast,1.2,0.4,1.9,1,1.6,0.29
MA-Pastos Bons,2020-06-27,nowcast,1.1,0.4,2,0.7,1.3,0.38
MA-Pastos Bons,2020-06-28,nowcast,1.2,0.5,1.9,0.8,1.3,0.33
MA-Pastos Bons,2020-06-29,nowcast,1.2,0.5,1.9,0.8,1.4,0.34
MA-Pastos Bons,2020-06-30,nowcast,1.1,0.4,1.9,0.8,1.3,0.37
MA-Pastos Bons,2020-07-01,nowcast,1.2,0.5,1.8,0.9,1.4,0.33
MA-Pastos Bons,2020-07-02,nowcast,1.2,0.5,1.9,0.9,1.3,0.32
MA-Pastos Bons,2020-07-03,nowcast,1.1,0.5,1.8,0.9,1.3,0.4
MA-Pastos Bons,2020-07-04,nowcast,1.2,0.5,1.8,0.8,1.3,0.35
MA-Pastos Bons,2020-07-05,nowcast,1.1,0.5,1.9,0.7,1.2,0.4
MA-Pastos Bons,2020-07-06,nowcast,1.1,0.5,1.9,0.8,1.3,0.37
MA-Pastos Bons,2020-07-07,nowcast,1.2,0.6,1.9,0.9,1.4,0.28
MA-Pastos Bons,2020-07-08,nowcast,1.2,0.5,1.8,0.9,1.4,0.33
MA-Pastos Bons,2020-07-09,nowcast,1.2,0.5,1.9,0.9,1.3,0.3
MA-Pastos Bons,2020-07-10,nowcast,1.1,0.6,2,1,1.4,0.33
MA-Pastos Bons,2020-07-11,nowcast,1.1,0.6,1.9,0.8,1.3,0.33
MA-Pastos Bons,2020-07-12,nowcast,1.2,0.4,1.7,0.9,1.3,0.32
MA-Pastos Bons,2020-07-13,nowcast,1.2,0.6,1.8,1,1.4,0.27
MA-Pastos Bons,2020-07-14,nowcast,1.2,0.6,1.7,1,1.4,0.27
MA-Pastos Bons,2020-07-15,nowcast,1.2,0.7,1.8,0.9,1.3,0.28
MA-Pastos Bons,2020-07-16,nowcast,1.1,0.5,1.7,1,1.4,0.3
MA-Pastos Bons,2020-07-17,nowcast,1.2,0.7,1.8,0.9,1.4,0.29
MA-Pastos Bons,2020-07-18,nowcast,1.1,0.6,1.7,0.9,1.3,0.32
MA-Pastos Bons,2020-07-19,nowcast,1.1,0.7,1.6,0.9,1.3,0.31
MA-Pastos Bons,2020-07-20,nowcast,1.1,0.7,1.6,0.9,1.3,0.3
MA-Pastos Bons,2020-07-21,nowcast,1.1,0.5,1.6,0.9,1.3,0.33
MA-Pastos Bons,2020-07-22,nowcast,1.1,0.7,1.6,0.9,1.2,0.3
MA-Pastos Bons,2020-07-23,nowcast,1.1,0.6,1.6,0.9,1.2,0.39
MA-Pastos Bons,2020-07-24,nowcast,1.1,0.7,1.7,0.9,1.2,0.35
MA-Pastos Bons,2020-07-25,nowcast,1.1,0.6,1.7,0.9,1.3,0.3
MA-Pastos Bons,2020-07-26,nowcast,1.2,0.7,1.7,1,1.4,0.24
MA-Pastos Bons,2020-07-27,nowcast,1.1,0.7,1.7,0.9,1.3,0.34
MA-Pastos Bons,2020-07-28,nowcast,1.1,0.7,1.7,1,1.3,0.29
MA-Pastos Bons,2020-07-29,nowcast,1.1,0.7,1.6,0.9,1.3,0.3
MA-Pastos Bons,2020-07-30,nowcast,1.1,0.7,1.6,0.9,1.3,0.31
MA-Pastos Bons,2020-07-31,nowcast,1.2,0.6,1.7,1,1.3,0.3
MA-Pastos Bons,2020-08-01,nowcast,1.1,0.6,1.6,0.9,1.2,0.33
MA-Pastos Bons,2020-08-02,nowcast,1.1,0.7,1.5,0.9,1.3,0.33
MA-Pastos Bons,2020-08-03,nowcast,1.1,0.7,1.6,0.9,1.2,0.35
MA-Pastos Bons,2020-08-04,nowcast,1.1,0.6,1.6,0.9,1.3,0.34
MA-Pastos Bons,2020-08-05,nowcast,1.1,0.6,1.6,1,1.3,0.3
MA-Pastos Bons,2020-08-06,nowcast,1.1,0.6,1.5,0.9,1.2,0.37
MA-Pastos Bons,2020-08-07,nowcast,1,0.6,1.5,0.8,1.2,0.41
MA-Pastos Bons,2020-08-08,nowcast,1.1,0.6,1.5,0.8,1.1,0.43
MA-Pastos Bons,2020-08-09,nowcast,1,0.5,1.5,0.9,1.2,0.46
MA-Pastos Bons,2020-08-10,nowcast,1.1,0.5,1.5,0.9,1.3,0.43
MA-Pastos Bons,2020-08-11,forecast,1.1,0.5,1.5,0.9,1.3,0.43
MA-Pastos Bons,2020-08-12,forecast,1,0.6,1.7,0.7,1.2,0.44
MA-Pastos Bons,2020-08-13,forecast,1.1,0.5,1.7,0.8,1.3,0.45
MA-Pastos Bons,2020-08-14,forecast,1.1,0.3,1.7,0.8,1.3,0.42
MA-Pastos Bons,2020-08-15,forecast,1.1,0.3,1.7,0.8,1.4,0.4
MA-Pastos Bons,2020-08-16,forecast,1.1,0.3,1.8,0.9,1.4,0.41
MA-Pastos Bons,2020-08-17,forecast,1.1,0.3,1.9,0.8,1.4,0.41
MA-Pastos Bons,2020-08-18,forecast,1.1,0,1.6,0.8,1.4,0.44
MA-Pastos Bons,2020-08-19,forecast,1,0,1.8,0.7,1.4,0.46
MA-Pastos Bons,2020-08-20,forecast,1.1,0,1.8,0.7,1.4,0.44
MA-Pastos Bons,2020-08-21,forecast,1.1,0,1.8,0.8,1.5,0.41
MA-Pastos Bons,2020-08-22,forecast,1,0,1.7,0.7,1.3,0.49
MA-Pastos Bons,2020-08-23,forecast,1,0,1.8,0.6,1.3,0.46
MA-Pastos Bons,2020-08-24,forecast,1,0,1.9,0.7,1.4,0.46
MA-Poção de Pedras,2020-05-15,nowcast,1.1,0.6,1.7,0.9,1.3,0.34
MA-Poção de Pedras,2020-05-16,nowcast,1.1,0.5,1.6,0.9,1.3,0.32
MA-Poção de Pedras,2020-05-17,nowcast,1.1,0.6,1.5,0.9,1.2,0.37
MA-Poção de Pedras,2020-05-18,nowcast,1.1,0.6,1.6,0.9,1.3,0.37
MA-Poção de Pedras,2020-05-19,nowcast,1.1,0.6,1.6,0.9,1.3,0.34
MA-Poção de Pedras,2020-05-20,nowcast,1.1,0.6,1.6,0.9,1.2,0.34
MA-Poção de Pedras,2020-05-21,nowcast,1.1,0.6,1.5,0.9,1.3,0.4
MA-Poção de Pedras,2020-05-22,nowcast,1,0.5,1.4,0.8,1.1,0.47
MA-Poção de Pedras,2020-05-23,nowcast,1,0.6,1.4,0.9,1.2,0.49
MA-Poção de Pedras,2020-05-24,nowcast,1,0.6,1.4,0.9,1.2,0.47
MA-Poção de Pedras,2020-05-25,nowcast,1,0.5,1.5,0.8,1.1,0.52
MA-Poção de Pedras,2020-05-26,nowcast,1,0.5,1.4,0.8,1.1,0.57
MA-Poção de Pedras,2020-05-27,nowcast,0.9,0.5,1.4,0.7,1.1,0.6
MA-Poção de Pedras,2020-05-28,nowcast,1,0.5,1.4,0.8,1.1,0.53
MA-Poção de Pedras,2020-05-29,nowcast,1,0.5,1.4,0.8,1.1,0.54
MA-Poção de Pedras,2020-05-30,nowcast,1,0.6,1.5,0.8,1.2,0.47
MA-Poção de Pedras,2020-05-31,nowcast,1,0.5,1.5,0.8,1.2,0.5
MA-Poção de Pedras,2020-06-01,nowcast,1,0.6,1.5,0.8,1.2,0.45
MA-Poção de Pedras,2020-06-02,nowcast,1,0.7,1.5,0.9,1.2,0.43
MA-Poção de Pedras,2020-06-03,nowcast,1,0.5,1.5,0.8,1.1,0.45
MA-Poção de Pedras,2020-06-04,nowcast,1,0.6,1.6,0.8,1.2,0.45
MA-Poção de Pedras,2020-06-05,nowcast,1,0.6,1.5,0.9,1.2,0.43
MA-Poção de Pedras,2020-06-06,nowcast,1.1,0.6,1.5,0.8,1.2,0.45
MA-Poção de Pedras,2020-06-07,nowcast,1,0.6,1.5,0.9,1.2,0.45
MA-Poção de Pedras,2020-06-08,nowcast,1.1,0.6,1.5,0.9,1.2,0.39
MA-Poção de Pedras,2020-06-09,nowcast,1.1,0.6,1.6,0.9,1.3,0.41
MA-Poção de Pedras,2020-06-10,nowcast,1.1,0.6,1.5,0.9,1.2,0.33
MA-Poção de Pedras,2020-06-11,nowcast,1.1,0.7,1.6,0.9,1.2,0.34
MA-Poção de Pedras,2020-06-12,nowcast,1.1,0.6,1.6,1,1.3,0.33
MA-Poção de Pedras,2020-06-13,nowcast,1,0.6,1.5,0.9,1.2,0.44
MA-Poção de Pedras,2020-06-14,nowcast,1,0.7,1.4,0.8,1.2,0.45
MA-Poção de Pedras,2020-06-15,nowcast,1,0.7,1.5,0.9,1.1,0.44
MA-Poção de Pedras,2020-06-16,nowcast,1,0.6,1.4,0.8,1.1,0.47
MA-Poção de Pedras,2020-06-17,nowcast,1,0.6,1.5,0.9,1.2,0.42
MA-Poção de Pedras,2020-06-18,nowcast,1,0.6,1.5,0.8,1.1,0.53
MA-Poção de Pedras,2020-06-19,nowcast,1,0.5,1.5,0.9,1.2,0.45
MA-Poção de Pedras,2020-06-20,nowcast,1.1,0.7,1.5,0.9,1.2,0.41
MA-Poção de Pedras,2020-06-21,nowcast,1,0.7,1.5,0.9,1.2,0.45
MA-Poção de Pedras,2020-06-22,nowcast,1.1,0.7,1.6,0.8,1.1,0.44
MA-Poção de Pedras,2020-06-23,nowcast,1.1,0.6,1.5,0.8,1.2,0.41
MA-Poção de Pedras,2020-06-24,nowcast,1,0.7,1.6,0.9,1.2,0.44
MA-Poção de Pedras,2020-06-25,nowcast,1.1,0.6,1.5,0.9,1.2,0.4
MA-Poção de Pedras,2020-06-26,nowcast,1.1,0.6,1.6,0.8,1.2,0.41
MA-Poção de Pedras,2020-06-27,nowcast,1.1,0.7,1.6,0.9,1.3,0.35
MA-Poção de Pedras,2020-06-28,nowcast,1.1,0.8,1.6,1,1.3,0.28
MA-Poção de Pedras,2020-06-29,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
MA-Poção de Pedras,2020-06-30,nowcast,1.1,0.6,1.5,0.9,1.2,0.35
MA-Poção de Pedras,2020-07-01,nowcast,1.1,0.7,1.5,0.9,1.2,0.38
MA-Poção de Pedras,2020-07-02,nowcast,1.1,0.8,1.6,0.9,1.2,0.32
MA-Poção de Pedras,2020-07-03,nowcast,1.1,0.7,1.5,0.9,1.2,0.33
MA-Poção de Pedras,2020-07-04,nowcast,1.1,0.7,1.5,0.9,1.2,0.38
MA-Poção de Pedras,2020-07-05,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
MA-Poção de Pedras,2020-07-06,nowcast,1.1,0.7,1.6,0.9,1.3,0.3
MA-Poção de Pedras,2020-07-07,nowcast,1.1,0.7,1.4,0.9,1.2,0.35
MA-Poção de Pedras,2020-07-08,nowcast,1.1,0.7,1.6,0.9,1.2,0.28
MA-Poção de Pedras,2020-07-09,nowcast,1.1,0.7,1.5,0.9,1.3,0.29
MA-Poção de Pedras,2020-07-10,nowcast,1.1,0.7,1.5,1,1.3,0.3
MA-Poção de Pedras,2020-07-11,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
MA-Poção de Pedras,2020-07-12,nowcast,1.1,0.7,1.5,1,1.3,0.31
MA-Poção de Pedras,2020-07-13,nowcast,1.1,0.8,1.5,0.9,1.2,0.33
MA-Poção de Pedras,2020-07-14,nowcast,1.1,0.7,1.6,1,1.2,0.27
MA-Poção de Pedras,2020-07-15,nowcast,1.1,0.7,1.6,1,1.3,0.23
MA-Poção de Pedras,2020-07-16,nowcast,1.1,0.6,1.4,1,1.3,0.3
MA-Poção de Pedras,2020-07-17,nowcast,1.1,0.7,1.5,0.9,1.2,0.34
MA-Poção de Pedras,2020-07-18,nowcast,1,0.7,1.4,0.9,1.2,0.42
MA-Poção de Pedras,2020-07-19,nowcast,1,0.7,1.4,0.9,1.2,0.41
MA-Poção de Pedras,2020-07-20,nowcast,1,0.7,1.3,0.9,1.1,0.44
MA-Poção de Pedras,2020-07-21,nowcast,1,0.6,1.3,0.9,1.1,0.46
MA-Poção de Pedras,2020-07-22,nowcast,1,0.6,1.3,0.8,1.1,0.56
